"**ałłaagani** last year
    **Diomede Wordlist** 

    **Diomede Wordlist** 

",aŋun,young man,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aŋuteġati** paternal parallel cousin, child of one's father's brother
    **Diomede Wordlist** 

",aŋuniaq-,to hunt,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aŋuteġaat, aŋuteġatet** paternal parallel cousins
    **Diomede Wordlist** 

",aŋuteġati,"paternal parallel cousin, child of one's father's brother",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aŋutnuneq** brother (or favorite cousin) of a woman
    **Diomede Wordlist** 

","aŋuteġaat, aŋuteġatet",paternal parallel cousins,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aġuvet-** to sit down, take a seat
    **Diomede Wordlist** 

",aŋutnuneq,brother (or favorite cousin) of a woman,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aġvaaq** baby whale
    **Diomede Wordlist** 

",aġuvet-,"to sit down, take a seat",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aġvaluaq** gray whale
    **Diomede Wordlist** 

",aġvaaq,baby whale,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aġveq** bowhead whale
    **aġveek ** (dl) bowhead whales
    **aġvet ** (pl) bowhead whales
    **Diomede Wordlist** 

",aġvaluaq,gray whale,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agvi(q)-** to go across the water to Wales from Little Diomede
    **Aġvituq. ** S/he -
    **Diomede Wordlist** 

",aġveq,bowhead whale,aġveek ,(dl) bowhead whales,aġvet ,(pl) bowhead whales,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aġviaġnaq** current which flows toward Siberia
    **Diomede Wordlist** 

",agvi(q)-,to go across the water to Wales from Little Diomede,Aġvituq. ,S/he -,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aaŋaq** father
    **Diomede Wordlist** 

",aġviaġnaq,current which flows toward Siberia,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aałhutaq** spoon
    **Diomede Wordlist** 

",aaŋaq,father,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aaġlu** killer whale
    **Diomede Wordlist** 

",aałhutaq,spoon,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aaka** mother
    **Diomede Wordlist** 

",aaġlu,killer whale,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aana** grandmother
    **Diomede Wordlist** 

",aaka,mother,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aapsaaġruk** male whale (smaller than aapsak)
    **Diomede Wordlist** 

",aana,grandmother,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aapsak** large male bowheada whale
    **Diomede Wordlist** 

",aapsaaġruk,male whale (smaller than aapsak),,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ablaak-** to spread one's legs
    **Diomede Wordlist** 

",aapsak,large male bowheada whale,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ablu(q)-** to step over, jump over
    **Ablutuq. ** S/he steps over.
    **Abluaa.** S/he steps over it. 
    **Diomede Wordlist** 

",ablaak-,to spread one's legs,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agaaq-** to have hurt feelings
    **Diomede Wordlist** 

",ablu(q)-,"to step over, jump over",Ablutuq. ,S/he steps over.,Abluaa.,S/he steps over it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agi-** to take revenge on, get back at
    **Agigia.** I take revenge on him/her.
    **Diomede Wordlist** 

",agaaq-,to have hurt feelings,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agi*** across
    **agiani** located across from it
    **Diomede Wordlist** 

",agi-,"to take revenge on, get back at",Agigia.,I take revenge on him/her.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agili(q)-** to buy
    **Agiliiga.** I buy it. 
    **Diomede Wordlist** 

",agi*,across,agiani,located across from it,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agitaun** pillow
    **Diomede Wordlist** 

",agili(q)-,to buy,Agiliiga.,I buy it. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agitu-** (from agi)! to be expensive
    **Diomede Wordlist** 

",agitaun,pillow,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agla(k)-** to write, to write on
    **Aglaega.** I wrote on it.
    **Diomede Wordlist** 

",agitu-,(from agi)! to be expensive,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aglaun** (from agla(k)-) pencil, pen
    **Diomede Wordlist** 

",agla(k)-,"to write, to write on",Aglaega.,I wrote on it.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agliġuq** jaw, jawbone
    **agliġuuk** (dl) jawbones
    **Diomede Wordlist** 

",aglaun,"(from agla(k)-) pencil, pen",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agliusraq** picture, photograph
    **Diomede Wordlist** 

",agliġuq,"jaw, jawbone",agliġuuk,(dl) jawbones,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agliutet** camera
    **Diomede Wordlist** 

",agliusraq,"picture, photograph",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agliuti-** to photograph, take a picture of
    **Agliuteega.** I take a picture of it.
    **Diomede Wordlist** 

",agliutet,camera,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aglizaq-** (from agli-) to rear, raise
    **Aglizaġaa.** S/he raised him/her.
    **Diomede Wordlist** 

",agliuti-,"to photograph, take a picture of",Agliuteega.,I take a picture of it.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agluq** ridge beam of house roof
    **Diomede Wordlist** 

",aglizaq-,"(from agli-) to rear, raise",Aglizaġaa.,S/he raised him/her.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agraat** gloves
    **Diomede Wordlist** 

",agluq,ridge beam of house roof,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**agrat, agraq** hand
    **agratka, agraġaa** my hand
    **Diomede Wordlist** 

",agraat,gloves,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ai-** to go next door, to go over there; go get, fetch
    **Aggiin!** Go next door!
    **Aigaa.** S/he fetched it. 
    **Diomede Wordlist** 

","agrat, agraq",hand,"agratka, agraġaa",my hand,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aipaq** spouse, mate
    **Diomede Wordlist** 

",ai-,"to go next door, to go over there; go get, fetch",Aggiin!,Go next door!,Aigaa.,S/he fetched it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aiqan** mitten; sealskin fur mit
    **aiqatek** (dl) mittens
    **Diomede Wordlist** 

",aipaq,"spouse, mate",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aituq-** to give someone sth. to keep, as a gift
    **Aituaaŋa.** S/he gives something to me.
    **Diomede Wordlist** 

",aiqan,mitten; sealskin fur mit,aiqatek,(dl) mittens,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aiviniq** aged walrus blubber
    **Diomede Wordlist** 

",aituq-,"to give someone sth. to keep, as a gift",Aituaaŋa.,S/he gives something to me.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akkaa** so big! So much!
    **Diomede Wordlist** 

",aiviniq,aged walrus blubber,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akkiaq** femur bone
    **Diomede Wordlist** 

",akkaa,so big! So much!,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akkuaq-** to catch
    **Akkuaġaa.** S/he catches it.
    **Diomede Wordlist** 

",akkiaq,femur bone,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akkunin, akkuni** a little while ago
    **Diomede Wordlist** 

",akkuaq-,to catch,Akkuaġaa.,S/he catches it.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akpeC-** to start to sing, begin a speech
    **Akpeega.** I start to sing it. 
    **Diomede Wordlist** 

","akkunin, akkuni",a little while ago,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**akpit-** to start singing
    **Akpituq.** S/he started singing.
    **Akpeaa.** S/he started singing it. 
    **Diomede Wordlist** 

",akpeC-,"to start to sing, begin a speech",Akpeega.,I start to sing it. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aksi(k)-** to touch
    **Aksiiga.** I touch it. 
    **Diomede Wordlist** 

",akpit-,to start singing,Akpituq.,S/he started singing.,Akpeaa.,S/he started singing it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aktuu-** to be big
    **aktuaq** something big
    **Diomede Wordlist** 

",aksi(k)-,to touch,Aksiiga.,I touch it. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**alaka(q)-** to go to see someone
    **Alakagaa.** S/he goes to see him/her.
    **Diomede Wordlist** 

",aktuu-,to be big,aktuaq,something big,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**alek-** to rip, tear
    **Alekaa.** S/he tears it. 
    **Diomede Wordlist** 

",alaka(q)-,to go to see someone,Alakagaa.,S/he goes to see him/her.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aleq** line for sealing harpoon
    **Diomede Wordlist** 

",alek-,"to rip, tear",Alekaa.,S/he tears it. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aliqtik** socks
    **Diomede Wordlist** 

",aleq,line for sealing harpoon,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**alu** arch of foot
    **Diomede Wordlist** 

",aliqtik,socks,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aluk** berry
    **Diomede Wordlist** 

",alu,arch of foot,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aluk-** to  eat berries
    **Diomede Wordlist** 

",aluk,berry,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aluk-** to lick, lap
    **Alukea. ** I lick it. 
    **Diomede Wordlist** 

",aluk-,to  eat berries,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aluun** tongue
    **Diomede Wordlist** 

",aluk-,"to lick, lap",Alukea. ,I lick it. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amaġuq** wolf
    **Diomede Wordlist** 

",aluun,tongue,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amaayaq** doll
    **Diomede Wordlist** 

",amaġuq,wolf,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amauq** great-grandparent
    **Diomede Wordlist** 

",amaayaq,doll,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amiġlavau-** to be many
    **Amiġlavaurut.** There are many of them. 
    **Diomede Wordlist** 

",amauq,great-grandparent,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amiakuq** something leftover
    **Diomede Wordlist** 

",amiġlavau-,to be many,Amiġlavaurut.,There are many of them. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amigatuurau-** to be few in number
    **Diomede Wordlist** 

",amiakuq,something leftover,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amiiq-** to skin (a seal); to lose skin
    **Amiiqtuq.** It lost its skin.
    **Amiiġaa.** S/he skinned it. 
    **Diomede Wordlist** 

",amigatuurau-,to be few in number,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amiq** skin of animal, hide
    **Diomede Wordlist** 

",amiiq-,to skin (a seal); to lose skin,Amiiqtuq.,It lost its skin.,Amiiġaa.,S/he skinned it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amit-** to be narrow
    **Amituq. ** It is narrow.
    **Diomede Wordlist** 

",amiq,"skin of animal, hide",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amituuraq-** to be narrow
    **Diomede Wordlist** 

",amit-,to be narrow,Amituq. ,It is narrow.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amituurau-** to be narrow
    **Diomede Wordlist** 

",amituuraq-,to be narrow,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**amu-** to pull up, out
    **Amugaa.** S/he pulled it out.
    **Diomede Wordlist** 

",amituurau-,to be narrow,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**anaŋa** I'm scared! It's scary!
    **Diomede Wordlist** 

",amu-,"to pull up, out",Amugaa.,S/he pulled it out.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ane-** to go out
    **Diomede Wordlist** 

",anaŋa,I'm scared! It's scary!,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aneġlamiaq** newborn
    **Diomede Wordlist** 

",ane-,to go out,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aneqługaq-** to breathe
    **Diomede Wordlist** 

",aneġlamiaq,newborn,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aneqsaak-** to take a breath, sigh
    **Diomede Wordlist** 

",aneqługaq-,to breathe,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aniŋa-** to be protruding
    **Diomede Wordlist** 

",aneqsaak-,"to take a breath, sigh",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aniaqan** brother of a man
    **aniaqatega** my brother
    **Diomede Wordlist** 

",aniŋa-,to be protruding,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aniqsaaq-** to breathe; spout (of whale)
    **Diomede Wordlist** 

",aniaqan,brother of a man,aniaqatega,my brother,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**anit-** to put something out
    **Anetkega.** I put it out. 
    **Diomede Wordlist** 

",aniqsaaq-,to breathe; spout (of whale),,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**anuġi** wind
    **Diomede Wordlist** 

",anit-,to put something out,Anetkega.,I put it out. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**apsi-** to be hazy
    **Apsituq. ** It is hazy.
    **Diomede Wordlist** 

",anuġi,wind,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aqpa-, aqpat-** (both?) to run
    **Aqparuq.** S/he is running
    **Aqpatuq. ** S/he is running.
    **Diomede Wordlist** 

",apsi-,to be hazy,Apsituq. ,It is hazy.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aqpaliq** least auklet (bird)
    **Diomede Wordlist** 

","aqpa-, aqpat-",(both?) to run,Aqparuq.,S/he is running,Aqpatuq. ,S/he is running.,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aqparuq-** to jog, trot
    **Diomede Wordlist** 

",aqpaliq,least auklet (bird),,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aqpik** cloudberry, locally salmonberry
    **Diomede Wordlist** 

",aqparuq-,"to jog, trot",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**assi(q)-** Assiaa.
    **S/he named him/her. ** 
    **Diomede Wordlist** 

",aqpik,"cloudberry, locally salmonberry",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**assiute-** name OBJ for s.o. 
    **Assiutegaa.** S/he named him/her for s.o. 
    **Diomede Wordlist** 

",assi(q)-,Assiaa.,S/he named him/her. ,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ata-** to be the same
    **Diomede Wordlist** 

",assiute-,name OBJ for s.o. ,Assiutegaa.,S/he named him/her for s.o. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atege** parka
    **Diomede Wordlist** 

",ata-,to be the same,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ateq** name
    **atqa** his/her name
    **atqin** your name
    **Diomede Wordlist** 

",atege,parka,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ateq-** to go to Big Diomede from Little Diomede
    **Diomede Wordlist** 

",ateq,name,atqa,his/her name,atqin,your name,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ati-** to get dressed, put on clothes
    **Diomede Wordlist** 

",ateq-,to go to Big Diomede from Little Diomede,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atikłuk** (from atege)
    **shirt** 
    **Diomede Wordlist** 

",ati-,"to get dressed, put on clothes",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atni(q)-** to hurt, to be hurt
    **Atnituq.** S/he is hurt.
    **Atniiga.** I hurt him/her. 
    **Diomede Wordlist** 

",atikłuk,(from atege),shirt,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atniaq-** to be hurting, in pain (of person)
    **Diomede Wordlist** 

",atni(q)-,"to hurt, to be hurt",Atnituq.,S/he is hurt.,Atniiga.,I hurt him/her. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atninaq-** to be sick; to be dangerous, harmful
    **Diomede Wordlist** 

",atniaq-,"to be hurting, in pain (of person)",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atpa** murre (bird)
    **atpait** (pl) murres
    **Diomede Wordlist** 

",atninaq-,"to be sick; to be dangerous, harmful",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atqa(q)-** to go down, to descend; dive (of animal), sound
    **Atqatuq. ** S/he went down. 
    **Atqagaa?** S/he went down it. 
    **Diomede Wordlist** 

",atpa,murre (bird),atpait,(pl) murres,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**attausi(q)- ??** to pay a wage to
    **Attausiukepken. ** I pay a wage to you?
    **Attausiaa.** S/he pays a wage to him/her. 
    **Diomede Wordlist** 

",atqa(q)-,"to go down, to descend; dive (of animal), sound",Atqatuq. ,S/he went down. ,Atqagaa?,S/he went down it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atunem** the same, equal
    **Diomede Wordlist** 

",attausi(q)- ??,to pay a wage to,Attausiukepken. ,I pay a wage to you?,Attausiaa.,S/he pays a wage to him/her. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**atuq-** to sing; to use
    **Atuqtuq. ** S/he is singing; using something. 
    **Atuġaa.** S/he is singing it; using it. 
    **Diomede Wordlist** 

",atunem,"the same, equal",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**auk** blood
    **Diomede Wordlist** 

",atuq-,to sing; to use,Atuqtuq. ,S/he is singing; using something. ,Atuġaa.,S/he is singing it; using it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aukaniq-** to be wet snow (in late spring)
    **Diomede Wordlist** 

",auk,blood,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**auksi(q)-** to melt
    **Auksituq. ** It melts. 
    **Auksiaa.** S/he melts it. 
    **Diomede Wordlist** 

",aukaniq-,to be wet snow (in late spring),,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aula-** to go away, leave, depart
    **Diomede Wordlist** 

",auksi(q)-,to melt,Auksituq. ,It melts. ,Auksiaa.,S/he melts it. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aula(q)-** to go out and pick greens
    **Aulatuq. ** S/he goes out and picks greens. 
    **Diomede Wordlist** 

",aula-,"to go away, leave, depart",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aupaupek** [Ch.] why not, you might as well, perhaps one could
    **Aupaupek atuułain.** Maybe I could sing to you.
    **Diomede Wordlist** 

",aula(q)-,to go out and pick greens,Aulatuq. ,S/he goes out and picks greens. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aupkaneq** ice which is thawed through
    **Diomede Wordlist** 

",aupaupek,"[Ch.] why not, you might as well, perhaps one could",Aupaupek atuułain.,Maybe I could sing to you.,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**autaiq-** for one's dog team to run away (and?)
    **Diomede Wordlist** 

",aupkaneq,ice which is thawed through,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**auvaC-** to leave, depart
    **Auvatuŋa.** I leave, depart. 
    **Diomede Wordlist** 

",autaiq-,for one's dog team to run away (and?),,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ava** grandfather
    **Diomede Wordlist** 

",auvaC-,"to leave, depart",Auvatuŋa.,"I leave, depart. ",,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avaaġruk** great-grandfather
    **Diomede Wordlist** 

",ava,grandfather,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avaapazuk** giant
    **Diomede Wordlist** 

",avaaġruk,great-grandfather,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ave-** to be covered with snow
    **Apsruq. ** It is covered with snow.
    **Avegaa.** It has snowed on it, covering it. 
    **Diomede Wordlist** 

",avaapazuk,giant,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aveġe-** to ask
    **Aveġeaa.** S/he asks him/her
    **Aveġeuŋ!** Ask him!
    **Diomede Wordlist** 

",ave-,to be covered with snow,Apsruq. ,It is covered with snow.,Avegaa.,"It has snowed on it, covering it. ",,,Diomede Wordlist,,,,,,,,,,,,,,,
"**aveqsru(q)-** to ask about someone; question someone
    **Aveqsruaa.** S/he asked about him. 
    **Diomede Wordlist** 

",aveġe-,to ask,Aveġeaa.,S/he asks him/her,Aveġeuŋ!,Ask him!,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avuq- ??** to meet
    **Diomede Wordlist** 

",aveqsru(q)-,to ask about someone; question someone,Aveqsruaa.,S/he asked about him. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avvaq** half of something
    **Diomede Wordlist** 

",avuq- ??,to meet,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avvazaaq** namesake, one with the same name
    **Diomede Wordlist** 

",avvaq,half of something,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**avyaq** mussel, clam
    **Diomede Wordlist** 

",avvazaaq,"namesake, one with the same name",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awanizaq** something far away
    **Diomede Wordlist** 

",avyaq,"mussel, clam",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awatavak** seal poke
    **Diomede Wordlist** 

",awanizaq,something far away,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awek-** to cut, split in two, separate
    **Awekea.** I cut it in two. 
    **Awektuq. ** It is split in two. 
    **Diomede Wordlist** 

",awatavak,seal poke,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awiŋaq** lemming
    **Diomede Wordlist** 

",awek-,"to cut, split in two, separate",Awekea.,I cut it in two. ,Awektuq. ,It is split in two. ,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awilu(k)-** to make a loud rumbling
    **Awilutuq. ** It makes a loud rumbling. 
    **Diomede Wordlist** 

",awiŋaq,lemming,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**awilutit-** to make a rattling noise
    **Diomede Wordlist** 

",awilu(k)-,to make a loud rumbling,Awilutuq. ,It makes a loud rumbling. ,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**ayak-** to depart in a boat, shove off
    **Diomede Wordlist** 

",awilutit-,to make a rattling noise,,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**azikaq** younger sibling
    **azikaġa** my younger sibling
    **Diomede Wordlist** 

",ayak-,"to depart in a boat, shove off",,,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
"**eŋe** front part of pelvic bone
    **Diomede Wordlist** 

",azikaq,younger sibling,azikaġa,my younger sibling,,,,,Diomede Wordlist,,,,,,,,,,,,,,,
